137718	0
64475	0
3953	0
23548	0
76858	0
88514	0
18485	0
112862	0
3103	0
102010	0
194514	0
159731	0
140053	0
114873	0
104328	0
8797	0
123669	0
180162	0
197731	0
147670	0
108281	0
107950	0
157933	0
169929	0
91433	0
177407	0
74306	0
50982	0
20087	1
162741	0
42159	0
114480	0
46175	0
32987	0
159428	0
64310	0
85042	0
200157	0
112184	0
142776	0
133781	0
119072	0
195865	0
73738	0
29815	0
156274	0
126042	0
142091	0
35340	0
16932	0
72780	0
182780	0
128502	0
37393	0
5925	1
112819	0
18153	0
52450	0
188243	0
187865	0
137027	0
14368	0
142505	0
201935	0
188807	0
130256	0
135649	0
138010	0
2164	1
144359	0
5352	0
161965	0
18525	0
32378	0
61012	0
131149	0
77998	0
127806	0
44363	0
122808	0
51893	0
77496	0
126492	0
81867	0
146264	0
138569	0
70738	0
184920	0
186629	0
36891	0
154768	0
112239	0
142621	0
152309	0
18246	0
165728	0
133733	0
23833	0
17844	0
151127	0
9353	0
6729	0
66384	0
87481	0
132517	0
203318	0
26445	0
183934	0
115225	0
112970	0
129011	0
112432	0
47018	0
128337	0
130780	0
14350	0
67447	0
175639	0
85369	0
104396	0
177464	0
157567	0
145987	0
157835	0
172843	0
92343	0
89319	0
41399	0
165168	0
70585	0
40658	0
110864	0
65759	0
121382	0
36431	0
176125	0
68347	0
20043	0
108924	0
32330	0
115199	0
108527	0
163529	0
106894	0
53394	0
80319	0
159931	0
93453	0
150691	0
147064	0
161533	0
45725	0
157019	0
90211	0
168248	0
10203	0
152417	0
55676	0
112974	0
61166	0
190053	0
1946	0
42842	0
32686	0
61585	0
159535	0
9750	0
37243	0
137194	0
125122	0
85063	0
196974	0
199794	1
32207	0
9126	0
166335	0
179632	0
13628	0
43571	0
43464	0
176744	0
164483	0
86204	0
83185	0
35086	0
110812	0
134659	0
98395	0
107864	0
146860	0
154578	0
58626	0
172917	0
79244	0
57306	0
192982	0
15944	0
80049	0
169452	0
176602	0
194298	0
131320	0
196994	0
1377	0
169101	0
141842	0
70285	0
155361	0
7654	0
14064	0
187315	0
180426	0
179922	0
48500	0
44682	0
22157	1
89287	0
23252	0
10878	0
29972	0
20684	0
71547	0
62786	0
11393	0
202885	0
97862	0
53888	0
99676	0
41837	0
164891	0
137250	0
81808	0
191056	0
117371	0
177146	0
7185	0
91426	0
39232	0
95896	0
201318	0
92621	0
167978	0
65790	0
41870	0
27922	0
6676	0
152004	0
156357	0
149704	0
60916	0
150030	0
282	0
186728	0
162666	0
113992	0
5336	0
107508	0
201391	0
166346	0
182264	0
114408	0
48639	0
65108	0
38227	0
185816	0
155257	0
136177	0
121636	0
179715	0
84089	0
38280	0
196910	0
2467	0
77941	0
171351	0
140667	0
196342	0
142956	0
100258	0
115586	0
145517	0
179211	0
4605	1
142566	0
34756	0
142081	0
56575	0
171429	0
181176	0
91621	0
30434	0
61972	0
32530	0
157075	0
146915	0
40785	0
57047	0
26695	0
93948	0
169006	0
159915	0
2489	0
27061	0
91448	0
18035	0
89825	0
76672	0
66207	0
17116	0
139685	0
100109	0
3133	0
160253	0
61301	0
34862	0
175298	0
95509	0
88405	0
186905	0
75475	0
81652	0
132815	0
168100	0
203458	0
24178	0
35369	0
95852	0
161380	0
25220	0
201779	0
169134	0
42095	0
168839	0
158888	0
114911	0
41071	0
112193	0
143090	0
177214	0
27307	0
189551	0
84323	0
71091	0
177742	0
56363	0
5656	0
92606	0
172218	0
201156	0
160865	0
59187	0
38933	0
60597	0
42315	0
199012	0
35995	0
74725	0
22575	0
47480	0
195323	0
111669	0
70378	0
104093	0
177459	0
52230	0
33269	0
140194	0
91222	0
66108	0
134283	0
41879	0
42354	0
156769	0
2845	0
28713	0
114544	0
149120	0
107288	0
203453	0
192143	0
65675	0
75975	0
133455	0
49421	0
16876	0
183431	0
172240	0
128580	0
124262	0
112180	0
165673	0
30065	0
164266	0
81542	0
158175	0
14408	0
79997	0
13527	0
192071	0
26366	0
121508	0
188214	0
18128	0
129759	0
187205	0
155701	0
167379	0
118419	0
3192	0
39197	0
47034	0
185462	0
28355	0
166105	0
164530	0
118501	0
183026	0
103659	0
8483	0
113265	0
9443	0
147770	0
67932	0
18801	0
42122	0
33169	0
115718	0
158503	0
193456	0
57790	0
178065	0
92995	0
46041	0
25302	0
57795	0
171317	0
138076	0
175620	0
18555	0
11783	0
22383	1
120101	0
83984	0
175288	0
45376	0
110924	0
5027	1
2207	0
21396	0
113451	0
136397	0
188479	0
93942	0
153646	0
35436	0
12020	0
201784	0
181905	0
177965	0
27594	0
59625	0
155719	0
83086	0
38464	0
189847	0
83565	0
130413	0
147144	0
200301	0
35612	0
44780	0
136460	0
87399	0
168427	0
52616	0
61475	0
37558	0
36308	0
8245	0
187733	0
70891	0
22483	0
89938	0
62498	0
94766	0
116628	0
109824	0
104463	0
187977	0
121632	0
27407	0
53681	0
66816	0
112571	0
181637	0
139327	0
105971	0
136510	0
111893	0
182404	0
101280	0
64968	0
203130	0
104875	0
27658	0
183886	0
85840	0
165285	0
120463	0
24484	0
87795	0
59974	0
14554	0
102742	0
49938	0
96320	0
193232	0
38881	0
63894	0
30264	0
53649	0
125095	0
171919	0
6547	0
16005	0
89474	0
3669	0
74998	0
159403	0
73974	0
191045	0
127940	0
171519	0
165048	0
202266	0
84167	0
67634	0
131879	0
81228	0
19962	0
180863	0
66484	0
102266	0
136445	0
76795	0
160841	0
145851	0
157005	0
159328	0
93961	0
62715	0
7218	1
27326	0
172770	0
80456	0
111110	0
172566	0
117584	0
180965	0
155432	0
58639	0
129294	0
168668	0
121093	0
22373	0
26095	0
165277	0
125399	0
149152	0
47919	0
143067	0
110735	0
195687	0
45053	0
147899	0
118950	0
133329	0
175479	0
88559	0
27034	0
24997	0
14477	0
160363	0
127499	0
420	0
80404	0
165434	0
11294	1
1566	0
1228	0
188635	0
81837	0
43412	0
136176	0
93996	0
185411	0
14764	1
177566	0
149480	0
129968	0
198272	0
127153	0
48296	0
12429	0
180195	0
122675	0
86690	0
81965	0
105817	0
183198	0
167146	0
34358	0
75994	0
189360	0
170510	0
170974	0
145707	0
9509	0
116037	0
163916	0
29166	0
46431	0
7232	0
129022	0
162694	0
175935	0
84034	0
34339	0
118955	0
133976	0
184771	0
62728	0
158061	0
44507	0
98093	0
53805	0
